formula,smiles_format,mol_wt,pubchem_status,pubchem_cid,iupac_name,structure,RotationalconstantA,RotationalconstantB,RotationalconstantC,Dipolemoment,HOMO,LUMO,EnergyGap,Zeropointenergy,Finalsinglepointenergy,Totalthermalenergy,TotalEnthalpy,Totalentropy,Gibbsfreeenergy
C8H8,C1=C[C@H](C=C1)C1=CC1,104.1504,1,12104370.0,"(5S)-5-(cyclopropen-1-yl)cyclopenta-1,3-diene",HD0085_agg.xyz,0.175665,0.048405,0.041707,0.64903,-6.0956767878206,-0.75089817045475,5.34477861736585,0.12992874,-309.127901560941,-308.99078065,-308.98983644,0.03955982,-309.02939626
C9H7,[CH2]C1=CC(=C=CC#C)C1,115.15359999999998,0,,3-but-1-en-3-ynylidene-1-methanidylcyclobutene,HD0086_agg.xyz,0.222945,0.021083,0.020998,0.85301,-5.32268297270525,-0.9466840858895,4.37599888681575,0.11970793,-346.508420386202,-346.3798169,-346.37887269,0.04381744,-346.42269013
C6H3,C#C[C][CH]C#C,75.0894,1,69402.0,"hexa-1,5-diyne",HD0087_agg.xyz,0.659653,0.052428,0.048568,0.44208,-5.8348828735014,-2.0407178218247504,3.79416505167665,0.05612706,-229.919914235188,-229.85705941,-229.8561152,0.03816047,-229.89427567
C8H1,[C]#Cc1[c][c][c][c]c1,97.0958,1,10821.0,"1-ethynylcyclohexa-1,3,5-triene",HD0088_agg.xyz,0.231116,0.058372,0.046666,4.34144,-7.47363411536755,-3.8499211796441,3.6237129357234497,0.0457127,-304.612621417057,-304.56038244,-304.55943823,0.03851369,-304.59795192
C9H9,C=C[CH]c1ccccc1,117.1692,1,9309.0,prop-2-enylbenzene,HD0089_agg.xyz,0.167309,0.030101,0.025511,0.16175,-4.86645689095695,-0.3889595379047,4.47749735305225,0.14838345,-347.882322518049,-347.72608682,-347.72514261,0.04174576,-347.76688837
C5H2,[CH]1[C]2[C@]31[C@H]2[C]3,62.07059999999999,0,,"(1S,3R,4S)-tricyclo[2.1.0.01,3]pentane",HD0090_agg.xyz,0.561135,0.254628,0.185051,2.8538,-6.4072471466431,-2.8271540611548,3.5800930854883,0.04150072,-191.152011979053,-191.10640544,-191.10546123,0.03116513,-191.13662636
C5H8,C=CC1CC1,68.11739999999999,1,136498.0,ethenylcyclopropane,HD0091_agg.xyz,0.503993,0.100979,0.09714,0.54142,-6.46681286851755,0.45647098421375,6.9232838527313,0.11382759,-195.030247096968,-194.91103185,-194.91008764,0.03442698,-194.94451462
C6H4,C#C/C=C\C#C,76.0972,1,5462927.0,"(Z)-hex-3-en-1,5-diyne",HD0092_agg.xyz,0.237186,0.083516,0.061767,0.10936,-6.42234946534585,-1.69344612581665,4.7289033395292,0.07088987,-230.583814552993,-230.50678764,-230.50584344,0.03650935,-230.54235278
C9H2,[CH2]C#CC1=[C][C][C][C][C]1,110.1146,1,577619.0,1-prop-1-ynylcyclopentene,HD0093_agg.xyz,0.221034,0.031365,0.027514,5.68587,-5.5442108583973,-4.485443077486851,1.0587677809104497,0.06099225,-343.270106966835,-343.20124728,-343.20030307,0.0408886,-343.24119167
C6H6,CCC#CC#C,78.11280000000001,1,138254.0,"hexa-1,3-diyne",HD0094_agg.xyz,0.726576,0.043998,0.042142,1.27781,-6.68504817661855,-0.49576422422595,6.1892839523926,0.09452734,-231.818519977248,-231.71716754,-231.71622333,0.03786765,-231.75409099
C6H7,C#C[C]1CCC1,79.1206,1,142749.0,ethynylcyclobutane,HD0095_agg.xyz,0.363729,0.075719,0.064998,0.69987,-5.0704334332917504,0.77000056275985,5.8404339960516,0.10517064,-232.405068020893,-232.29351029,-232.29256608,0.03762543,-232.33019151
C8H10,C[C]1C=C([C@H]2[C@@H]1C2)[CH2],106.166,0,,"(1R,4S,5R)-2-methanidyl-4-methylbicyclo[3.1.0]hex-2-ene",HD0096_agg.xyz,0.117876,0.063748,0.045253,1.13198,-5.66864852223095,-0.55497619809475,5.1136723241362,0.1540863,-310.405380495886,-310.24398665,-310.24304244,0.03937105,-310.2824135
C8H6,C=C1[C]C=C[C@H]1C#C,102.1348,0,,(3S)-3-ethynyl-4-methylidenecyclopentene,HD0097_agg.xyz,0.115551,0.066336,0.044979,2.89103,-5.29470966887385,-2.9317002025169,2.36300946635695,0.10502681,-307.831715278923,-307.71935607,-307.71841186,0.0396303,-307.75804216
C9H6,C#CC=C=C1C=CC=C1,114.1458,0,,"5-but-1-en-3-ynylidenecyclopenta-1,3-diene",HD0098_agg.xyz,0.184311,0.025241,0.02418,0.32531,-6.11774522109615,-1.96539670800635,4.1523485130898,0.11187074,-345.960111295513,-345.84025545,-345.83931124,0.04149459,-345.88080583
C7H4,[CH2]C1=CC=C1C#[C],88.1082,0,,"1-ethynyl-2-methylcyclobuta-1,3-diene",HD0099_agg.xyz,0.169858,0.079763,0.054276,6.39337,-7.037952629332,-3.5603920427121003,3.4775605866199,0.07718899,-268.55720764677,-268.4736231,-268.47267889,0.03756531,-268.5102442
C8H9,[CH2]C=C=C1CCC=C1,105.1582,1,91098219.0,3-prop-1-enylidenecyclopentene,HD0100_agg.xyz,0.206986,0.034713,0.031556,0.87277,-4.980227691851,-0.48607697114815,4.49415072070285,0.13996237,-309.748923764515,-309.60084559,-309.59990138,0.04225646,-309.64215784
C8H4,[CH]1C=C2[C][C@@]32C(=C1)[CH]3,100.1192,1,163924620.0,"(1R)-tricyclo[4.1.0.01,7]hepta-2,5-diene",HD0101_agg.xyz,0.126152,0.099721,0.055696,2.71508,-5.18140146152565,-1.87630663335265,3.305094828173,0.08113592,-306.582806188235,-306.49519235,-306.49424815,0.0374238,-306.53167194
C7H2,C#C[C@@H]1C(=C1[C])[C],86.0926,0,,(3S)-3-ethynyl-1-methanidylcyclopropene,HD0102_agg.xyz,0.144173,0.086878,0.058508,2.98781,-7.569853572904351,-3.8566151803664,3.713238392537951,0.04997163,-267.18042291493,-267.12323228,-267.12228807,0.03924512,-267.16153319
C8H5,[CH2]/C=C/[C]C#CC#C,101.127,1,19438442.0,"(E)-oct-6-en-1,3-diyne",HD0103_agg.xyz,0.945139,0.01919,0.018808,0.63888,-5.5257071165633,-2.3932957379176,3.1324113786457,0.09041428,-307.248398852,-307.14931806,-307.14837385,0.0428422,-307.19121606
C8H4,C#CC1(C#C)[C@@H]2[C@H]1[C]2,100.1192,0,,"(1S,3R)-2,2-diethynylbicyclo[1.1.0]butane",HD0104_agg.xyz,0.091479,0.077245,0.046631,3.20427,-6.4665679660521,-1.27025466551905,5.19631330053305,0.07972983,-306.529682127837,-306.44257669,-306.44163248,0.03961367,-306.48124616
C9H4,[CH2]C1=C2[C][C@@]32C(=C[CH]1)[C]3,112.1302,0,,"(1R)-4-methanidyltricyclo[4.1.0.01,7]hepta-2,5-diene",HD0105_agg.xyz,0.1106,0.064366,0.040687,6.53625,-6.45473101355535,-2.59637430454575,3.858356709009601,0.08776626,-344.607763637621,-344.51301198,-344.51206777,0.03887855,-344.55094632
C5H4,[CH2][C]C#C[CH2],64.08619999999999,1,12310.0,but-2-yne,HD0106_agg.xyz,4.765954,0.069014,0.069013,0.00332,-6.581917027279051,-1.3989100940354502,5.1830069332436,0.06429418,-192.554168965747,-192.48419408,-192.48324987,0.03424321,-192.51749308
C8H8,C[C@H]1C[C@@H]1C#CC#C,104.1504,0,,"(1S,2S)-1-buta-1,3-diynyl-2-methylcyclopropane",HD0107_agg.xyz,0.275306,0.025188,0.02423,1.8011,-6.3257762598034,-0.5069481034815,5.8188281563219,0.12837635,-309.108540242751,-308.97171503,-308.97077083,0.04195759,-309.01272842
C10H8,C1CC=CC=C1C#CC#C,128.17239999999998,0,,"1-buta-1,3-diynylcyclohexa-1,3-diene",HD0108_agg.xyz,0.165735,0.018461,0.016836,1.54008,-5.700240940274,-1.8798713247942005,3.8203696154798,0.14147239,-385.234106880844,-385.0835151,-385.08257089,0.04384678,-385.12641766
C5H8,C=C1CCC1,68.11739999999999,1,14262.0,methylidenecyclobutane,HD0109_agg.xyz,0.34716,0.152681,0.114656,0.52312,-6.613999250253,0.2903454784835,6.9043447287365005,0.1141338,-195.032537285489,-194.91327012,-194.91232591,0.03389928,-194.9462252
C8H8,C=C1[C@@H]2C=C[C@@H]3[C@H]1[C@H]23,104.1504,0,,"(1R,2R,5R,7S)-6-methylidenetricyclo[3.2.0.02,7]hept-3-ene",HD0110_agg.xyz,0.130299,0.078191,0.064562,0.83839,-6.1708890560988,-0.03904833754675,6.13184071855205,0.1320663,-309.144464160025,-309.00650647,-309.00556226,0.03641551,-309.04197777
C6H7,[CH]C1=C[CH]CC1,79.1206,1,12746.0,1-methylcyclopentene,HD0111_agg.xyz,0.246297,0.120396,0.083385,1.07446,-6.10947296004095,-0.55192852296915,5.5575444370718,0.10726375,-232.425511756454,-232.31257088,-232.31162667,0.0361589,-232.34778557
C10H3,C#CC1=C([C]1)[C@@]12[C@H]3[C]1[C][C@@H]23,123.13339999999998,0,,"(1S,2R,4R,5R)-1-(2-ethynylcyclopropen-1-yl)tricyclo[2.1.0.02,5]pentane",HD0112_agg.xyz,0.141025,0.027303,0.024003,1.53961,-6.44428184169615,-2.30172942722435,4.1425524144718,0.07746392,-381.852795382669,-381.76651558,-381.76557137,0.04389317,-381.80946454
C8H5,C#C[C]1C=C[C@H]1C#C,101.127,0,,"(3S)-3,4-diethynylcyclobutene",HD0113_agg.xyz,0.099939,0.059462,0.039564,0.5687,-5.25057280232275,-0.19513284219355,5.0554399601292,0.0916439,-307.225177836116,-307.12584627,-307.12490206,0.04104053,-307.16594259
C8H2,C#C[C]1[C]2[C]1[C]2C#C,98.1036,0,,"(1S,2R)-2,4-diethynylbicyclo[1.1.0]butane",HD0114_agg.xyz,1.02603,0.029323,0.028509,0.00047,-5.851536241152,-2.26864038300355,3.58289585814845,0.05539731,-305.298720003241,-305.23556999,-305.23462578,0.03990961,-305.27453539
C8H3,C#CC1=C[C]2[C]([CH]1)[C]2,99.1114,0,,(1S)-3-ethynylbicyclo[3.1.0]hex-2-ene,HD0115_agg.xyz,0.28099,0.050151,0.042556,2.44411,-6.13733741833215,-1.7849035909697,4.35243382736245,0.07118858,-305.991966533275,-305.91440925,-305.91346504,0.03812684,-305.95159188
C8H9,C[CH]c1ccccc1,105.1582,1,7500.0,ethylbenzene,HD0116_agg.xyz,0.16441,0.049537,0.03834,0.44547,-4.76833263646665,-0.13662836433605,4.6317042721306,0.14250542,-309.832805097418,-309.68294218,-309.68199797,0.04038277,-309.72238074
C6H8,CCC(=C)C#C,80.1284,1,74087.0,3-methylidenepent-1-yne,HD0117_agg.xyz,0.258495,0.073241,0.058312,0.60032,-6.53244672925815,-0.6434948336624,5.88895189559575,0.11766804,-233.05713276274,-232.93255529,-232.93161108,0.03797815,-232.96958922
C7H3,[CH2]C1=C([C][CH]1)C#[C],87.1004,0,,1-ethynyl-2-methylcyclobutene,HD0118_agg.xyz,0.185176,0.079606,0.055673,5.92847,-7.24886807485455,-3.86431600233555,3.384552072519,0.06440344,-267.864189595047,-267.79341402,-267.79246982,0.03814538,-267.8306152
C8H9,C/C=C\1/C=CC=C1[CH2],105.1582,1,161238606.0,"(5Z)-5-ethylidene-1-methanidylcyclopenta-1,3-diene",HD0119_agg.xyz,0.121112,0.061287,0.041007,0.69546,-4.58062850239175,-1.2669076651579,3.3137208372338502,0.14050273,-309.79267397796,-309.6445382,-309.64359399,0.0406728,-309.68426679
C5H5,C[CH]C1=C[C]1,65.094,1,18548211.0,1-ethylcyclopropene,HD0120_agg.xyz,0.635539,0.112143,0.098378,3.44878,-5.9414426573572,-0.2346165619011,5.7068260954561,0.07486001,-193.090602661919,-193.0099818,-193.00903759,0.03581948,-193.04485706
C4H1,[CH]1[C]2[C]1[C]2,49.0518,1,135973.0,(1S)-bicyclo[1.1.0]butane,HD0121_agg.xyz,1.243353,0.416901,0.312215,4.05813,-6.80630210840135,-2.3684245319819,4.437877576419449,0.02257389,-152.522920732631,-152.49632427,-152.49538007,0.03066351,-152.52604357
C8H9,C1=C[C@H]2[C@@]3(CC1)[C]2C3,105.1582,0,,"(1S,6R)-tricyclo[4.1.0.01,7]hept-4-ene",HD0122_agg.xyz,0.134697,0.071496,0.050645,1.51079,-6.0434309285246,0.204085387875,6.2475163163996,0.14300996,-309.68219314567,-309.5323571,-309.53141289,0.0391807,-309.57059359
C7H3,[C]1=C[C]2[C]([C]1)C=C2,87.1004,1,137592.0,"(1S)-bicyclo[3.2.0]hepta-2,5-diene",HD0123_agg.xyz,0.2223,0.121863,0.082511,3.72532,-5.57683730907225,-2.49623640756175,3.0806009015105,0.06545688,-267.884602654101,-267.81386677,-267.81292256,0.03545912,-267.84838168
C7H2,[CH2]C1=C([C])[C]2[C]1[C]2,86.0926,1,123715009.0,"(4R)-2,3-dimethanidylbicyclo[2.1.0]pent-2-ene",HD0124_agg.xyz,0.172812,0.11516,0.069108,3.30458,-6.34245683883905,-3.46953322803015,2.8729236108089,0.05044524,-267.173373098901,-267.11664138,-267.11569717,0.03682127,-267.15251844
C7H10,C[C@@H]1CC=CC=C1,94.155,1,12599171.0,"(5R)-5-methylcyclohexa-1,3-diene",HD0125_agg.xyz,0.131682,0.092755,0.06873,0.39769,-5.7589358978268494,-0.7004754739571001,5.058460423869749,0.14995123,-272.376557181328,-272.22009013,-272.21914593,0.03741832,-272.25656425
C9H4,C#CC=C=CC#CC#C,112.1302,1,101049124.0,"nona-3,4-dien-1,5,8-triyne",HD0126_agg.xyz,0.169705,0.017575,0.016424,0.52401,-6.57320938406305,-1.679486685286,4.89372269877705,0.08516175,-344.659032228547,-344.56469928,-344.56375507,0.04410429,-344.60785936
C10H3,[C]1=C=C/[C]=C\C#C[CH]/[C]=[C]\1,123.13339999999998,0,,"(1Z,6Z)-cyclodeca-1,2,4,6-tetraen-8-yne",HD0127_agg.xyz,0.079471,0.046252,0.029237,1.00739,-6.493724928332,-2.42728275784505,4.066442170486949,0.08213401,-382.066905046534,-381.97676313,-381.97581892,0.04190108,-382.01772
C8H7,[CH2]C1=C(CC1)[C]C#C,103.1426,0,,1-methanidyl-2-prop-2-ynylcyclobutene,HD0128_agg.xyz,0.153362,0.039354,0.031698,0.75659,-5.39729659051235,-1.7854206072856502,3.6118759832267,0.11458559,-308.469215706136,-308.34631286,-308.34536865,0.04234951,-308.38771816
C5H2,C=C=C1[C][C]1,62.07059999999999,1,12868608.0,ethenylidenecyclopropane,HD0129_agg.xyz,1.334727,0.108914,0.100697,4.68971,-7.194526938909701,-3.287679541741,3.906847397168701,0.04002982,-191.205612975722,-191.1603409,-191.15939669,0.03374484,-191.19314153
C5H3,[CH]=C1[C@@H]2[C@H]1[C]2,63.0784,0,,"(1R,3R)-2-methylidenebicyclo[1.1.0]butane",HD0130_agg.xyz,0.630024,0.165932,0.141469,2.82818,-6.2628907489528505,-1.3498479667903,4.913042782162551,0.05213803,-191.793655454538,-191.73696563,-191.73602143,0.03287161,-191.76889303
C7H7,C/C=C/[C]1[C]2[C@@H]1[CH]2,91.1316,0,,"(2R,3S)-2-[(E)-prop-1-enyl]bicyclo[1.1.0]butane",HD0131_agg.xyz,0.42376,0.043108,0.039897,1.80852,-4.95854021796615,-0.977432950996,3.98110726697015,0.10881222,-270.389174070923,-270.27302997,-270.27208576,0.03998243,-270.31206819
C8H9,[CH2][C@@]12[C@H]3[C@@H]1CC=C[C@@H]23,105.1582,0,,"(1R,2R,6S,7R)-1-methyltricyclo[4.1.0.02,7]hept-3-ene",HD0132_agg.xyz,0.128774,0.070028,0.058481,0.52202,-4.5469135963148,0.3025361789859,4.8494497753007,0.14059448,-309.718060240201,-309.57053329,-309.56958908,0.03885556,-309.60844464
C7H6,C#CC#CC(=C)C,90.1238,1,19908670.0,"2-methylhex-1-en-3,5-diyne",HD0133_agg.xyz,0.308794,0.03694,0.033199,0.85227,-6.3735866633362495,-1.4584758159099,4.91511084742635,0.09913989,-269.85924294064,-269.75244153,-269.75149732,0.04009774,-269.79159506
C5H7,C=[C]C1CC1,67.1096,1,136498.0,ethenylcyclopropane,HD0134_agg.xyz,0.436149,0.115811,0.107666,1.14557,-5.4314468787501005,0.4297221927096,5.861169071459701,0.09998392,-194.35366148347,-194.24813547,-194.24719126,0.03537774,-194.28256899
C8H5,[CH]1C[CH][C@@]23C(=C1)[C]2[C]3,101.127,0,,"(1S,6S)-tricyclo[4.1.0.01,7]hept-2-ene",HD0135_agg.xyz,0.158765,0.076011,0.05189,4.68766,-5.484182542977,-1.2866631307042,4.1975194122728,0.09309059,-307.172631065958,-307.07281343,-307.07186922,0.03862448,-307.1104937
C9H8,C#C[C@H]1CC=C(C1)C#C,116.1614,0,,"(4S)-1,4-diethynylcyclopentene",HD0136_agg.xyz,0.109667,0.034545,0.0306,0.7888,-6.3441983674822495,-0.74474839743345,5.599449970048799,0.13488705,-347.165923838537,-347.02253039,-347.02158618,0.04232457,-347.06391075
C10H2,C#CC#CC1=C([C]1)[CH]C#[C],122.1256,0,,"1-buta-1,3-diynyl-2-prop-2-ynylcyclopropene",HD0137_agg.xyz,0.098261,0.018552,0.016097,6.20633,-7.0230407903246,-3.981569860516,3.0414709298086,0.06584709,-381.325832076874,-381.25006813,-381.24912392,0.04631418,-381.2954381
C6H6,C=C(C#C)C=C,78.11280000000001,1,12740771.0,3-methylidenepent-1-en-4-yne,HD0138_agg.xyz,0.157131,0.117034,0.067075,0.23932,-6.4013150647022,-1.2890033098185,5.1123117548837005,0.09451255,-231.833298340446,-231.73245914,-231.73151493,0.03682612,-231.76834105
C8H5,C#CC#C[C@@H]1[C]2[C@H]1C2,101.127,0,,"(2R,3R)-2-buta-1,3-diynylbicyclo[1.1.0]butane",HD0139_agg.xyz,0.546191,0.026006,0.025817,1.40529,-6.48999696858015,-0.8208586414183,5.66913832716185,0.09260014,-307.162360588972,-307.06223882,-307.06129461,0.04060315,-307.10189777
C8H9,C#C[C]1CC[C@@H]2[C@H]1C2,105.1582,0,,"(1R,2R,5S)-2-ethynylbicyclo[3.1.0]hexane",HD0140_agg.xyz,0.147927,0.05148,0.042449,1.04863,-4.73872664953225,1.1119660386832,5.8506926882154495,0.14109664,-309.729952682182,-309.58147474,-309.58053053,0.04022505,-309.62075558
C7H4,[C]1=[C]C=C[C]=[C]C1,88.1082,1,11000.0,"cyclohepta-1,3,5-triene",HD0141_agg.xyz,0.192939,0.109277,0.070699,0.19941,-6.2459924788368,-1.7767945982248,4.469197880612,0.07955011,-268.579583582549,-268.49445812,-268.49351391,0.03532206,-268.52883597
C8H8,C=C/C=C/1\[C@@H]2[C@H]1C2=C,104.1504,0,,"(1S,3R,4Z)-2-methylidene-4-prop-2-enylidenebicyclo[1.1.0]butane",HD0142_agg.xyz,0.297918,0.030267,0.028939,1.65274,-5.4500050433542,-0.4785938402594,4.9714112030948,0.12799127,-309.100340324451,-308.96454301,-308.96359881,0.04060431,-309.00420311
C7H2,c1[c][c]c2c(c1)[C]2,86.0926,1,138310.0,"bicyclo[4.1.0]hepta-1(6),2,4-triene",HD0143_agg.xyz,0.230491,0.121067,0.079375,2.86956,-6.305966371487,-2.94936039141435,3.35660598007265,0.05536408,-267.300924481734,-267.24055521,-267.239611,0.0342653,-267.27387629
C7H6,C=CC1=C[C@@H]1C#C,90.1238,0,,(3R)-1-ethenyl-3-ethynylcyclopropene,HD0144_agg.xyz,0.231194,0.049041,0.04347,1.54369,-6.59144101204655,-1.4467204975683,5.14472051447825,0.09875055,-269.818589511828,-269.71248056,-269.71153635,0.03949778,-269.75103413
C4H7,CCC=[CH],55.0986,1,7844.0,but-1-ene,HD0145_agg.xyz,0.545329,0.189392,0.148336,0.68879,-6.232223518001501,0.5446630831608,6.776886601162301,0.0939107,-156.321482986387,-156.22234168,-156.22139747,0.03405241,-156.25544988
C6H6,[CH2]C1=CC=CC1,78.11280000000001,1,66775.0,"1-methylcyclopenta-1,3-diene",HD0146_agg.xyz,0.272119,0.126238,0.086233,0.62454,-5.95164692675095,-1.89774920477205,4.0538977219789,0.09779235,-231.890398397209,-231.78767021,-231.786726,0.03383947,-231.82056547
C8H6,C=C[C]1[C]2[C]1[CH]C=C2,102.1348,1,60208923.0,"(5R,6R)-6-ethenylbicyclo[3.1.0]hex-2-ene",HD0147_agg.xyz,0.243685,0.04525,0.038163,1.15563,-6.13124206808095,-1.7186166569879002,4.41262541109305,0.10741608,-307.904512518276,-307.79034243,-307.78939822,0.03853395,-307.82793217
C10H3,C#CC#C[C][C]1C23C41C2C34,123.13339999999998,0,,"2-penta-1,3-diynyltetracyclo[2.1.0.01,3.02,5]pentane",HD0148_agg.xyz,0.466466,0.014521,0.014503,0.61522,-6.03464165115345,-2.2267892727966503,3.8078523783568,0.07763286,-381.94348453451,-381.8569468,-381.85600259,0.04399117,-381.89999376
C8H8,C1C[C@@H]2[C]3[C@H]1[C][CH][C@H]23,104.1504,1,144171243.0,"(2R,5R,8S)-tricyclo[3.3.0.02,8]octane",HD0149_agg.xyz,0.123338,0.091953,0.072632,2.53144,-5.2240961246691,-2.5951497922185,2.6289463324506004,0.13104912,-309.038492813515,-308.90124759,-308.90030338,0.0369869,-308.93729028
C8H5,[C]#Cc1ccccc1,101.127,1,10821.0,ethynylbenzene,HD0150_agg.xyz,0.185511,0.053543,0.041599,5.94716,-6.90714750139665,-1.76533860511875,5.141808896277899,0.09720243,-307.292830125499,-307.18926375,-307.18831954,0.03844986,-307.2267694
C8H5,C#C[CH]C=C=CC#C,101.127,0,,"octa-3,4-dien-1,7-diyne",HD0151_agg.xyz,0.352178,0.022668,0.021913,0.34227,-5.4592024915011,-0.9977870670134,4.4614154244877,0.08987061,-307.229200552055,-307.13074056,-307.12979635,0.04297148,-307.17276784
C9H8,[CH2]C#CC1=C[CH][C@H]2[C@@H]1C2,116.1614,0,,"(1S,4S)-2-prop-1-ynylbicyclo[2.1.0]pent-2-ene",HD0152_agg.xyz,0.157579,0.030373,0.02675,1.3727,-5.61531420753295,-1.7357598295694,3.87955437796355,0.13574534,-347.187192012208,-347.04366965,-347.04272544,0.04085845,-347.08358389
C5H7,[CH2][C@@H]1[C@@H]2[C@H]1C2,67.1096,1,101394985.0,"(1S,2S,3R)-2-methylbicyclo[1.1.0]butane",HD0153_agg.xyz,0.538737,0.132163,0.128677,0.6435,-5.2686139506109,2.0274930886904503,7.296107039301351,0.09949618,-194.340772677905,-194.23602669,-194.23508248,0.03428741,-194.26936989
C7H4,[CH2]C1=C[CH][C]2[C]1[C]2,88.1082,1,13235329.0,2-methanidylbicyclo[3.1.0]hex-2-ene,HD0154_agg.xyz,0.180776,0.108202,0.067688,5.44709,-5.5408366466511,-2.86048800784105,2.68034863881005,0.07845216,-268.571447494887,-268.48738831,-268.4864441,0.03563299,-268.52207709
C3H5,C[C]=C,41.072,1,8252.0,prop-1-ene,HD0155_agg.xyz,2.496956,0.285703,0.269405,0.89975,-5.7751266719316,0.5689900613955,6.3441167333271,0.06488394,-117.067604299914,-116.99839976,-116.99745555,0.03093762,-117.02839317
C5H4,C1C=C1C#C,64.08619999999999,1,15203214.0,1-ethynylcyclopropene,HD0156_agg.xyz,0.788011,0.106835,0.095915,0.3474,-6.580502035256449,-1.14236115578405,5.4381408794724,0.06579821,-192.519969788737,-192.44912855,-192.44818434,0.03347484,-192.48165919
C9H9,C=C1[C]2C=C[C@H]3[C@@H]2[C@@H]1C3,117.1692,0,,"(1S,5S,8R)-2-methylidenetricyclo[3.2.1.03,8]oct-6-ene",HD0157_agg.xyz,0.099703,0.063031,0.048607,1.17289,-4.8767700058909,-0.0172520181217,4.8595179877692,0.14835569,-347.762762725513,-347.60765684,-347.60671264,0.03908356,-347.6457962
C6H4,C#C[C]1[C@@H]2[C@H]1[CH]2,76.0972,0,,"(1R,2R,3R)-2-ethynylbicyclo[1.1.0]butane",HD0158_agg.xyz,0.655773,0.076529,0.070524,2.57735,-4.92071639274665,-1.0445362265293,3.87618016621735,0.0698531,-230.503727442498,-230.42826334,-230.42731913,0.03505519,-230.46237432
C6H4,C#CC12[C]C2C1,76.0972,0,,1-ethynylbicyclo[1.1.0]butane,HD0159_agg.xyz,0.349546,0.095917,0.082589,3.55483,-6.12177250608355,-1.4421489848799,4.67962352120365,0.07109595,-230.497017112608,-230.42052486,-230.41958065,0.03476312,-230.45434377
C5H6,C1[C]C21CC2,66.1018,1,9088.0,spiro[2.2]pentane,HD0160_agg.xyz,0.405443,0.14854,0.146686,2.90624,-6.0167637711756,-2.2695383587102,3.7472254124654,0.08802942,-193.679755093554,-193.58656322,-193.58561901,0.03371364,-193.61933264
C5H4,[CH]C#CC=C,64.08619999999999,1,136461.0,pent-1-en-3-yne,HD0161_agg.xyz,1.388451,0.079064,0.075131,3.06216,-5.4273651709926,-3.4499682421792004,1.9773969288133992,0.0627606,-192.478836939829,-192.41023599,-192.40929178,0.03507673,-192.44436851
C3H4,C1=CC1,40.0642,1,123173.0,cyclopropene,HD0162_agg.xyz,0.996316,0.727668,0.459607,0.52845,-6.84249325051785,0.16933644916615,7.011829699684,0.055769,-116.462985948896,-116.40389385,-116.40294964,0.02822152,-116.43117116
C6H9,C=CCC1[CH]C1,81.1362,1,524670.0,prop-2-enylcyclopropane,HD0163_agg.xyz,0.295645,0.067566,0.06222,0.39744,-5.7595073369129,0.40645645849185,6.165963795404751,0.12784844,-233.610973049259,-233.47630109,-233.47535688,0.03863332,-233.5139902
C10H4,[CH2]C#CC#C[CH]C#CC#C,124.14119999999998,1,59330717.0,"deca-1,3,6,8-tetrayne",HD0164_agg.xyz,0.166057,0.011606,0.010848,0.9746,-6.0425601642030005,-3.02674957049655,3.0158105937064503,0.08968725,-382.698985893554,-382.59905661,-382.5981124,0.04661746,-382.64472985
C7H4,[CH2]C1=C([C]1)[CH]C#C,88.1082,0,,1-methanidyl-2-prop-2-ynylcyclopropene,HD0165_agg.xyz,0.172674,0.068177,0.051013,2.4293,-6.1630521772044,-2.63751791874135,3.52553425846305,0.07238012,-268.52530066786,-268.44532409,-268.44437988,0.03974285,-268.48412273
C9H7,C#C[C]1C=C[C@@H](C1)C#C,115.15359999999998,0,,"(3R,5R)-3,5-diethynylcyclopentene",HD0166_agg.xyz,0.153564,0.030465,0.027039,0.38661,-4.962023275252551,0.08857305833775,5.050596333590301,0.12132109,-346.535803803537,-346.40590965,-346.40496544,0.04310123,-346.44806667
C5H1,C#C[C]1[C][C]1,61.0628,1,138823.0,(1R)-1-ethynylcyclopropane,HD0167_agg.xyz,1.514799,0.115857,0.107626,3.58584,-6.9420869198008495,-2.70434908042415,4.237737839376699,0.02954052,-190.588106316621,-190.55379496,-190.55285076,0.03328716,-190.58613792
C9H2,C#Cc1c[c]c2c([c]1)[C]2,110.1146,0,,"3-ethynylbicyclo[4.1.0]hepta-1(6),2,4-triene",HD0168_agg.xyz,0.184162,0.042178,0.034319,3.64567,-6.9466856438743,-3.1300167767613,3.816668867113,0.06465951,-343.366651184081,-343.29495872,-343.29401451,0.03911827,-343.33313278
C5H6,CC1=C([C]1)C,66.1018,1,139726.0,"1,2-dimethylcyclopropene",HD0169_agg.xyz,0.424921,0.119496,0.096632,3.73755,-5.64720595081155,-0.1025869216385,5.54461902917305,0.08819506,-193.749539494758,-193.65488341,-193.6539392,0.03702095,-193.69096015
C7H8,C1=C[C@@H]2[C@H](C=C1)C2,92.1394,1,100924624.0,"(1S,6R)-bicyclo[4.1.0]hepta-2,4-diene",HD0170_agg.xyz,0.148347,0.112464,0.073934,0.64973,-5.6352057300045,-0.6291816451261,5.0060240848784,0.12784126,-271.149241755221,-271.01595733,-271.01501312,0.03518253,-271.05019566
